article_id,label,category,published_at,title
81439,HIGH,세계,2026-09-02T17:12:17,"美·이란 보복전 격화…""또 공격시 전멸"" 확전 우려 증폭(종합2보)"
81417,LOW,사회,2026-09-02T17:11:56,"[동정] 강기윤 창원시장, 양성평등주간 기념식 참석"
81440,LOW,세계,2026-09-02T17:11:41,[쇼츠] 길 가다 벼락 맞고도 살아난 '운좋은 남성'
81418,MEDIUM,사회,2026-09-02T17:11:33,"[2보] 법원, 홈플러스 회생계획안 인가…""채권자 3분의 2 이상 동의"""
81419,LOW,사회,2026-09-02T17:11:18,창원 진전면 내리막길서 경운기 뒤집혀 70대 운전자 숨져
81399,LOW,정치,2026-09-02T17:10:06,"""'스타' 건축가들이 구현할 '한반도 평화'…건축계도 주목"""
81420,MEDIUM,사회,2026-09-02T17:09:18,"KAI 노조 ""한화 KAI 지분 취득승인 재검토하라""…공정위 앞 집회"
81443,MEDIUM,세계,2026-09-02T17:09:01,‘세 자녀 살해’ 여성에 지지자 수백명···미국 사회 달군 클랜시 사건이 뭐길래
81430,MEDIUM,사회,2026-09-02T17:09:00,"[속보]법원, 홈플러스 회생계획 인가…파산 위기 넘겨"
81400,MEDIUM,정치,2026-09-02T17:08:35,"국힘 권영진·서범수, '당원권 정지' 징계 불복…""재심 청구""(종합)"
81421,LOW,사회,2026-09-02T17:08:08,"안산시, '부양자 없는 수급자 1인 가구' 발굴조사…고독사 예방"
81422,LOW,사회,2026-09-02T17:06:18,학생 수 변화에 탄력 대응…강원 '도시형 캠퍼스' 조례 발의
81361,MEDIUM,사회,2026-09-02T17:06:00,‘고민 상담한다’며 학생 추행한 교사 징역형 집유
81423,MEDIUM,사회,2026-09-02T17:05:15,"[속보] 법원, 홈플러스 회생계획안 인가…변제 수행시 회생절차 종료"
81424,MEDIUM,사회,2026-09-02T17:05:03,청주서 초등학생이 교사 머리채 잡고 폭행…출석 정지(종합 2보)
81425,LOW,사회,2026-09-02T17:05:02,"양산 상북면 기업인들, 극한호우 피해 거제 포도 160상자 구매"
81407,MEDIUM,경제,2026-09-02T17:04:56,유가 급등·대외금리 상승에 국고채 금리↑…3년물 연 3.930%(종합)
81433,LOW,연예/문화,2026-09-02T17:04:39,"최강희, 데뷔 31년 만에 첫 연극…""영화 '클로저' 좋아해 선택"""
81327,LOW,경제,2026-09-02T17:03:51,"울산 남구, 신용회복위원회와 '소상공인·취약계층 지원' 맞손"
81367,LOW,연예/문화,2026-09-02T17:03:00,집착이 공포가 될 때···유튜버 출신 99년생 감독의 ‘젠지감성’ 공포영화 ‘옵세션’
81334,MEDIUM,경제,2026-09-02T17:01:00,"캐나다, 중국 차에 문 연 지 반년…BYD·립모터, 현지판매 넘어 생산까지 ‘노크’"
81336,MEDIUM,사회,2026-09-02T17:00:21,[1보] 홈플러스 회생계획안 가결…법원 인가할 듯
81375,MEDIUM,IT/과학,2026-09-02T17:00:00,"은행 AI 상담, 전화·화면으로…'멀티모달 금융창구' 경쟁"
81337,LOW,사회,2026-09-02T16:59:48,홍천 내촌초 공사현장서 60대 작업자 1.5ｍ 아래 추락해 중상
81335,MEDIUM,경제,2026-09-02T16:59:00,"한일, 도쿄서 ‘공급망 파트너십’ 이행 1차 협의회"
81368,LOW,스포츠,2026-09-02T16:58:47,"'1번 시드' 츠베레프, 1박 2일 승부 끝에 US오픈 1회전 통과(종합)"
81338,MEDIUM,사회,2026-09-02T16:57:03,9월 모평 대체로 작년 수능보다 쉬워…급증한 N수생·사탐런 변수
81318,MEDIUM,정치,2026-09-02T16:56:59,"韓총리 ""해상풍력, 에너지 대전환 뒷받침하는 핵심 청정전원"""
81339,LOW,사회,2026-09-02T16:56:46,맛있는 제주 흑돼지 마블링 세포·유전자 규명 연구 착수
81328,MEDIUM,경제,2026-09-02T16:56:09,"충북도·청주시, 공장증설 추진 심텍과 4천억 규모 투자협약"
81319,MEDIUM,정치,2026-09-02T16:55:40,"국민의힘 ""또 경찰청장 임명 안 해…즉각 임명 절차 착수해야"""
81340,MEDIUM,사회,2026-09-02T16:55:36,고속철도 통합 첫날 이용객 21만3천명…작년보다 7.9％ 늘어
81341,MEDIUM,사회,2026-09-02T16:54:12,"연수원 14기 법조인 84명 ""대법관 재제청 요구, 헌법 근거 없어"""
81342,LOW,사회,2026-09-02T16:53:47,"식약처, 의료제품 정책에 환자 목소리 반영한다"
81320,MEDIUM,정치,2026-09-02T16:53:36,"""보이스피싱 범죄 건수·피해액 10개월 연속 전년 대비 감소"""
81374,MEDIUM,세계,2026-09-02T16:53:00,"시진핑, 10년 만의 이집트 국빈방문…미·중 정상회담 앞두고 ‘글로벌 리더십’ 부각"
81343,MEDIUM,사회,2026-09-02T16:52:58,"색동원 대책위 ""시설장 징역 15년 사필귀정…일부 무죄 아쉬워"""
81344,LOW,사회,2026-09-02T16:52:54,경기 광주서 농지 조사하던 50대 트럭에 치여 사망…운전자 입건
81366,LOW,연예/문화,2026-09-02T16:52:23,노작문학상에 김혜순 '싱크로나이즈드 바다 아네모네'
81345,MEDIUM,사회,2026-09-02T16:52:08,'치매 노인 폭행치사' 군포 요양보호사 2심도 징역 4년
81321,HIGH,정치,2026-09-02T16:50:21,추석 연휴 한주 전 인사청문 슈퍼위크…여야 격돌 예고(종합2보)
81322,HIGH,정치,2026-09-02T16:49:20,"""김성수, 전세 3억5천 강남거주에 탈세의혹""…金 ""정리할 것""(종합)"
81371,LOW,세계,2026-09-02T16:48:11,[영상] 뉴욕서 벼락 맞고도 살아난 '운좋은 남성'…주택가 CCTV에 포착
81346,LOW,사회,2026-09-02T16:47:37,"창원대, 시에 창원중앙역→국립창원대역 역명 변경 협조 요청"
81329,MEDIUM,경제,2026-09-02T16:47:15,"식약처, '잔류농약 기준 초과' 중국산 목이버섯 회수"
81347,MEDIUM,사회,2026-09-02T16:47:04,"'남양주 후폭풍'이 장윤기 부실수사로…검찰 ""사건분리 배경"""
81323,LOW,정치,2026-09-02T16:46:43,"국민의힘 대전시당 ""통합사관학교, 육사 빼내기 의심…통합반대"""
81330,MEDIUM,경제,2026-09-02T16:46:40,국고채 금리 일제히 상승…3년물 연 3.930%
81348,LOW,사회,2026-09-02T16:45:40,[충북소식] 오경숙 도 양성평등가족정책관 국민포장
81349,MEDIUM,사회,2026-09-02T16:45:34,"경실련, 용혜인 입각 비판…""위성정당 원죄에 행정부 요직까지 겸하나"""
81350,HIGH,사회,2026-09-02T16:44:05,부산 앞바다 예인선 전복 사고…1명 사망·6명 실종(종합2보)
81324,HIGH,정치,2026-09-02T16:43:44,"[영상] ""러, 이란에 램제트 추진 초음속 순항미사일 개발 극비 지원"""
81369,LOW,스포츠,2026-09-02T16:42:25,"김원형 두산 감독, 사구에도 1루로 향한 김민석에 ""근성 보여줘"""
81325,MEDIUM,정치,2026-09-02T16:42:23,"북핵대표, 스틸 주한미국대사 면담…""한미 긴밀공조 재확인"""
81351,LOW,사회,2026-09-02T16:42:21,"의령군의회 ""농어촌 기본소득 단계적 확대·법제화해야"" 건의안"
81352,LOW,사회,2026-09-02T16:42:10,"[게시판] 한국타이어, 지역 취약계층에 생활용품 후원"
81362,HIGH,사회,2026-09-02T16:42:00,월급 강제로 보내고 배에서 못 내리게 하고…‘인신매매 징후’ 구체화
81353,HIGH,사회,2026-09-02T16:41:43,살인 내비게이션 된 이혼 소장…참극 부른 주소 보호 '신청주의'
81354,MEDIUM,사회,2026-09-02T16:40:50,"경남 단감 일소피해 1천691㏊…""보험 규정에 솎아내지도 못해"""
81370,LOW,스포츠,2026-09-02T16:40:11,"윤경식, 2부 투어서 시즌 3승…잔여 시즌 KPGA 투어 시드 획득"
81372,MEDIUM,세계,2026-09-02T16:39:55,"홍콩 민주화운동가 조슈아 웡, '외국과 공모' 혐의 유죄 인정"
81326,HIGH,정치,2026-09-02T16:39:29,"""로스쿨서 가르치기 민망한 법""…검찰폐지 한달 앞두고 줄사직"
81331,MEDIUM,경제,2026-09-02T16:39:03,美日 '안정적 엔화 관리' 강조 뒤에도 日환율·금리 상승 지속
81363,MEDIUM,사회,2026-09-02T16:38:00,"초등 5학년이 담임 교사 발로 차며 폭행···충북교육청, 경위 조사 나서"
81355,HIGH,사회,2026-09-02T16:37:49,"법원 ""한학자 통일교 총재, 권성동 1억·쪼개기 후원 보고받아"""
81365,LOW,연예/문화,2026-09-02T16:37:14,"김재중 ""경쟁력은 자본 순 아니지만…대기업만 따라가면 위험"""
81356,LOW,사회,2026-09-02T16:37:08,"구미 여름방학 '틈새돌봄' 8천500명 이용…""겨울도 운영"""
81332,MEDIUM,경제,2026-09-02T16:36:05,"최태원, 일본에 반도체 투자 검토 이유는…탄탄한 소부장 생태계"
81364,MEDIUM,사회,2026-09-02T16:36:00,박대준 쿠팡 전 대표 ‘국회 위증’ 혐의 검찰 송치…로저스는 불송치
81333,LOW,경제,2026-09-02T16:35:29,"GS건설 계열 아문에너지, 포항에 친환경 발전소 건립"
81357,LOW,사회,2026-09-02T16:35:06,"이원우 대구시의원 ""도시철도 4호선 모노레일 방식 채택"" 촉구"
81301,MEDIUM,사회,2026-09-02T16:35:00,학생 수 따라 정해지는 교육비 8.8%뿐인데…교부금은 왜 학령인구 35% 반영하나
81261,HIGH,정치,2026-09-02T16:34:01,"이 대통령 “북·미 대화 재개 여건, 우리가 만들어야”"
81269,MEDIUM,경제,2026-09-02T16:34:00,"나를 대체할 AI를 가르쳐 돈 번다…커지는 ‘AI 전문지식 판매’ 시장, 지속가능할까"
81312,HIGH,세계,2026-09-02T16:33:02,"“지구에서 가장 위험한 물질 229톤 방치”···일, 방사성 폐액 쌓였는데 최종처분장도 못 정해"
81988,LOW,사회,2026-09-03T09:51:01,"삼척시, 다자녀 가정 대학등록금 최대 100만 원 지원"
81972,MEDIUM,경제,2026-09-03T09:51:00,"네이버클라우드, 정부 ‘사이버보안 특화 AI’ 개발 맡는다"
81995,LOW,연예/문화,2026-09-03T09:48:34,폐교가 돌봄시설·전통주 체험단지로…충남 공유재산 활용 눈길
81996,LOW,연예/문화,2026-09-03T09:48:26,40층 높이 스키점프대 거꾸로 질주…'레드불 400 평창' 5일 출발
81997,MEDIUM,연예/문화,2026-09-03T09:48:23,"조선 왕실 주도로 간행한 불경·오십삼불 신앙 그림, 보물 된다"
81998,LOW,연예/문화,2026-09-03T09:48:18,탁 트인 바다에서 노을을…군산 내항서 12일 '쉬엄쉬엄 데이'
81991,LOW,연예/문화,2026-09-03T09:48:07,아이유 데뷔 18주년 기념…콘서트 실황 영화 CGV에서 재개봉
81992,LOW,연예/문화,2026-09-03T09:48:05,"반크, 아프리카 구전문화 '그리오' AI 애니메이션으로 제작"
81952,MEDIUM,경제,2026-09-03T09:47:03,"코스피, 美증시 반등에 장 초반 소폭 상승…코스닥은 하락전환(종합)"
82003,LOW,스포츠,2026-09-03T09:46:05,"배준호 노렸던 리옹, 일본 국가대표 공격수 나카무라 영입"
82009,MEDIUM,세계,2026-09-03T09:46:00,"“지정학적 불안”···네덜란드, 대서양 건너 금 86톤 옮겨"
81973,MEDIUM,사회,2026-09-03T09:45:21,"우오현 SM그룹 회장, 여주대에 70억 쾌척…신입생 장학금 보전"
82004,MEDIUM,스포츠,2026-09-03T09:44:26,"레너드 뒷돈 챙겨준 NBA 클리퍼스, 벌금 408억원 중징계"
81945,HIGH,정치,2026-09-03T09:44:12,"강신철 국방장관 후보자 ""전작권 전환, 한미동맹 강화 방향으로"""
81999,LOW,연예/문화,2026-09-03T09:42:27,'더덕향기 솔솔' 횡성더덕축제 눈길…폐교위기 학교·주민 상생
81953,MEDIUM,경제,2026-09-03T09:41:51,"재경차관 ""민생안정대책 등 취약부문 지원 노력 강화할 것"""
82006,HIGH,세계,2026-09-03T09:40:37,"러트닉 ""수출통제, 미중 정상회담 의제 아닐 것"""
81954,LOW,경제,2026-09-03T09:40:28,"세종시·지방세연구원, 세정발전 연구과제 발표대회 개최"
81974,LOW,사회,2026-09-03T09:40:06,"예방부터 생활 돌봄까지…양구군, 치매 환자·가족 맞춤형 지원"
81993,MEDIUM,연예/문화,2026-09-03T09:39:59,"이창동 감독, 한국인 최초 미국 밀밸리 영화제 '어터상' 수상"
81955,LOW,경제,2026-09-03T09:39:44,"""연 13% 비트코인 리워드 제공"" 빗썸 '플러스 클럽' 개시"
81975,LOW,사회,2026-09-03T09:39:35,"서울출입국·외국인청, 7개 대학 찾아 유학생 외국인등록 지원"
81976,LOW,사회,2026-09-03T09:39:01,"""달뫼IC 요금 인하해야""…남양주시, 고속도로 운영사에 요청"
81956,HIGH,경제,2026-09-03T09:39:01,"외환보유액 순위 돌연 비공개…한은 ""필요한 국민은 IMF서 조회""(종합)"
81957,LOW,경제,2026-09-03T09:38:24,"[특징주] 대웅제약, '보톡스 분쟁' 메디톡스 청구액 확대에 약세"
81989,HIGH,사회,2026-09-03T09:38:00,"[속보]김승원 “법무 장관, 공소 취소 권한 없어...검사가 결정할 문제”"
81946,LOW,정치,2026-09-03T09:37:56,"'생명대사' 노브레인, '유퀴즈' 상금 생명존중희망재단에 기부"
81977,LOW,사회,2026-09-03T09:37:36,정읍 농산물도매시장 수소충전소 착공…시간당 120㎏ 충전
81978,LOW,사회,2026-09-03T09:36:28,"[바이오스냅] 대웅제약, '나보타' 협력사와 마케팅 전략 공유"
81947,HIGH,정치,2026-09-03T09:36:07,"한동훈 ""김승원, 與 경기도당위원장 때 비자금 조성 의혹"""
81951,MEDIUM,정치,2026-09-03T09:36:00,"강신철 국방장관 후보자, ‘사관학교 통합’ 질문에 “훌륭한 인재 양성할 수 있도록 하겠다”"
81958,LOW,경제,2026-09-03T09:35:46,평창 다자녀가구 주거 대출 이자 최대 4년 지원 추진
81959,LOW,경제,2026-09-03T09:35:39,"[특징주] 철강주, 트럼프 알래스카 LNG 프로젝트 언급에 강세"
81960,LOW,경제,2026-09-03T09:35:26,"[게시판] 신한카드, 'The CLASSIC Air' 출시 …마일리지·포인트 적립"
81961,HIGH,경제,2026-09-03T09:34:42,"수출기업 달러 매도·엔화 강세…환율 1년 2개월만에 1,350원대"
81979,LOW,사회,2026-09-03T09:34:19,"삼척시, 다자녀 등록금 100만원 지원…학비 부담 완화"
82007,MEDIUM,세계,2026-09-03T09:34:15,국채금리 상승속 주요국 이달 기준금리 올리나
81962,LOW,경제,2026-09-03T09:33:34,"횡성군, 9일 일자리박람회…12개 기업 100명 채용"
81980,LOW,사회,2026-09-03T09:33:31,"서울 강서구, 8∼9일 마곡광장서 '추석맞이 직거래장터'"
81981,LOW,사회,2026-09-03T09:33:12,'인천대로 일반도로화' 인천기점∼인하로 구간 내년 10월 준공
82000,LOW,연예/문화,2026-09-03T09:32:16,괴산군 이색 홍보영상 '할머니의 이중생활' SNS서 화제 몰이
82005,LOW,스포츠,2026-09-03T09:31:40,22달러 전자시계 차고 마라톤 우승…스마트 워치 시대에 경종
81982,MEDIUM,사회,2026-09-03T09:30:39,"[속보] 김승원 법무후보 ""새 형사사법 체계 70년만 시행…안착 노력"""
81963,LOW,경제,2026-09-03T09:30:11,"[게시판] NH농협은행, 저탄소 농가에 탄소배출권 구매대금"
81994,LOW,연예/문화,2026-09-03T09:30:03,미사호수공원서 '스테이지 하남!'…피프티피프티·KCM 출연
81948,MEDIUM,정치,2026-09-03T09:30:00,스포츠 융자금 받아다가 숙박업·학원 운영…386억상당 부당집행
81964,LOW,경제,2026-09-03T09:29:31,"수은 행장, 호남 반도체 기업 방문…""맞춤형 금융지원 강화"""
81983,MEDIUM,사회,2026-09-03T09:28:32,"[속보] 김승원 법무장관 후보자 ""K-인권국가로서 위상 높일 것"""
81965,LOW,경제,2026-09-03T09:28:27,"하나은행, 부동산 전문기업과 업무협약…부동산 밸류업 플랫폼"
81966,LOW,경제,2026-09-03T09:27:05,"[전남광주소식] 주택건설협회 전남광주시회, 복지시설에 후원금"
81967,LOW,경제,2026-09-03T09:25:39,"[특징주] 삼성전자, 장 초반 0.8% 상승 중…SK하이닉스도 0.7%↑"
82001,MEDIUM,연예/문화,2026-09-03T09:25:10,"현대차그룹, 2026 IDEA 디자인 어워드 16개 부문 수상"
81984,MEDIUM,사회,2026-09-03T09:25:10,인천 구월동 다세대주택서 불…80대 주민 의식 저하 이송
81968,LOW,경제,2026-09-03T09:25:07,"안산시, '동남아 해외시장 개척단' 참가기업 12곳 모집"
81990,HIGH,사회,2026-09-03T09:25:00,[속보]조희대 “부친상 애도 감사...재제청은 논의해보겠다”
81969,LOW,경제,2026-09-03T09:24:49,"용산구, '에어컨 설치·보수 기술인력 양성과정' 교육생 모집"
81970,LOW,경제,2026-09-03T09:24:24,"대우건설, 글로벌 조경설계사와 신월시영 재건축 수주 협업"
82002,LOW,연예/문화,2026-09-03T09:23:51,"'AI 시대, 인간다움이란'…국립중앙도서관서 우숙영 작가 강연"
81985,LOW,사회,2026-09-03T09:23:26,"부산시교육청, 부산형 환경 교재 개발…초등·중학교 보급"
81971,LOW,경제,2026-09-03T09:23:25,"현대글로비스, 하반기 신입사원 채용…AI 역량검사 실시"
81949,HIGH,정치,2026-09-03T09:23:23,"용혜인, 여야서 의원직 사퇴 요구에도 ""청문회서 말씀드리겠다"""
81986,HIGH,사회,2026-09-03T09:23:18,"조희대, 대법관 재제청 관련 ""논의경과 들어보고 입장 밝힐것""(종합)"
81889,HIGH,정치,2026-09-03T09:21:25,내년 전작권 전환·자주국방 역량에 12조 투입…34.9% 증가
81893,MEDIUM,경제,2026-09-03T09:21:22,"""장애 있다고 임대 거부는 차별""…법원 ""위자료 300만원 지급"""
81930,LOW,연예/문화,2026-09-03T09:20:32,"[픽! 정읍] ""붉은 꽃길 걸어볼까""…내장산국립공원 백양꽃 절정"
81928,MEDIUM,사회,2026-09-03T09:20:00,인천 아파트서 난간 설치 작업하던 노동자 2명 추락해 숨져
81907,LOW,사회,2026-09-03T09:19:20,"경기 광주시, 종합장사시설 최종 후보지 '연말 결정'"
81908,LOW,사회,2026-09-03T09:18:10,"[건강포커스] ""외상 후 정신질환, 심혈관질환 위험 신호 될 수 있다"""
81909,LOW,사회,2026-09-03T09:17:58,"롯데, 장애인·비장애인 함께 달리는 '슈퍼블루 마라톤' 개최"
81894,MEDIUM,경제,2026-09-03T09:17:53,1990년부터 이어진 삼성-아산 인연…메가프로젝트로 '업그레이드'
81929,MEDIUM,사회,2026-09-03T09:17:00,김종철 신임 경찰청장 대행 “반성·사죄…철저한 쇄신으로 경찰 다시 세울 것”
81895,LOW,경제,2026-09-03T09:16:06,"오리온, '포카칩 황치즈맛' 출시…황치즈 제품군 확대"
81938,LOW,세계,2026-09-03T09:15:53,트럼프 퇴임후도 자택 상공 비행제한…美항공당국 영구화 추진
81939,MEDIUM,세계,2026-09-03T09:15:44,3주만에 또 경량 AI모델 내놓은 구글…같은날 나온 메타에 뒤져
81896,LOW,경제,2026-09-03T09:15:35,"KB증권, 취약계층 자립지원 '베이커리 굿니스' 개소식"
81910,LOW,사회,2026-09-03T09:14:16,"시흥서 비탈길 미끄러진 '빈 트럭', 맞은편 승용차와 충돌"
81911,MEDIUM,사회,2026-09-03T09:13:59,"'서울대 10개 만들기' 전북대 탈락에 ""지역 소멸 가속화"" 우려"
81912,LOW,사회,2026-09-03T09:12:24,"""추석 가계 부담 던다""…동작구 15일 지역상품권 60억원 발행"
81931,LOW,연예/문화,2026-09-03T09:11:29,노을 아래 펼쳐지는 맛의 향연…11∼12일 태안서 미식 페스타
81932,LOW,연예/문화,2026-09-03T09:11:22,"원주시시설관리공단 주요시설 6곳, 360도 VR로 한눈에"
81913,LOW,사회,2026-09-03T09:10:32,"원주시립중앙도서관, 가을 어린이 독서·문화 프로그램 풍성"
81897,MEDIUM,경제,2026-09-03T09:09:37,"삼성물산, 목동13단지 재건축 수주 나서…미국 SMDP와 설계 맞손"
81898,LOW,경제,2026-09-03T09:09:30,"미래운용-방통대, 대학기금 자산운용 고도화 MOU"
81914,MEDIUM,사회,2026-09-03T09:08:52,"삼성중공업·서울대, 미래선박기술 연구센터 설립 맞손"
81890,HIGH,정치,2026-09-03T09:06:49,"靑, 美 '반도체 표적관세'에 ""확정안돼…불리한 영향 없게 협의"""
81940,LOW,세계,2026-09-03T09:06:46,세계의 날씨(9월3일)
81899,MEDIUM,경제,2026-09-03T09:06:44,"[특징주] 알테오젠, 노바티스와 최대 4.4조원 계약 소식에 강세"
81900,MEDIUM,경제,2026-09-03T09:05:50,"LS일렉트릭, KT클라우드와 AI데이터센터 인프라 공급·개발 협력"
81933,LOW,연예/문화,2026-09-03T09:05:48,"""풍성한 혜택에 ITX 직행까지""…춘천연합마라톤 2차 추가 모집"
81915,LOW,사회,2026-09-03T09:05:45,북쪽서 찬 공기 내려와 더위 막바지…주말엔 평년 기온
81916,MEDIUM,사회,2026-09-03T09:04:24,경기도 지역응급의료센터 36곳으로 확대…권역센터도 추가
81937,MEDIUM,스포츠,2026-09-03T09:04:00,NBA 뒤흔든 ‘역대급 징계’ 나왔다···‘레너드 샐캡 위반’ 클리퍼스 5년간 1라운드 박탈·벌금 408억원
81901,LOW,경제,2026-09-03T09:03:29,"한투운용, 글로벌 회사채 투자 '멀티크레딧 펀드' 출시"
81902,LOW,경제,2026-09-03T09:02:18,"온코닉테라퓨틱스, 자큐보 '헬리코박터 제균' 임상3상 계획 승인"
81917,LOW,사회,2026-09-03T09:01:06,[한·중앙아를 잇다]⑩ 폐교위기 학교 되살린 이주학생들…'이중언어' 인재로
81918,LOW,사회,2026-09-03T09:01:04,"[한·중앙아를 잇다]⑨ 조선소엔 파요, 공장엔 술탄…산업현장의 새 얼굴들"
81903,LOW,경제,2026-09-03T09:01:03,[한·중앙아를 잇다]⑧ 우즈베크 '숙련인력'vs키르기스 '신흥송출'…新 코리안드림
81919,LOW,사회,2026-09-03T09:01:02,"[한·중앙아를 잇다]⑦ 중앙아 MZ세대 ""K드라마 보며 '한국행' 꿈꾼다"""
81920,MEDIUM,사회,2026-09-03T09:00:03,"[네팔 대홍수] 한국해비타트·서경덕, 이재민 긴급 주거지원 모금"
81891,LOW,정치,2026-09-03T09:00:02,울산도서관에 '국회 의정정보센터' 이달 중 들어선다
81922,LOW,사회,2026-09-03T09:00:01,[내일날씨] 전국 대체로 맑고 쾌청…강원 동해안·제주는 비
81921,HIGH,사회,2026-09-03T09:00:01,"""경찰이 부족했습니다""…새 경찰지휘부 첫 회의에 '대국민 반성문'"
81904,LOW,경제,2026-09-03T09:00:01,"청주 대농지구 시유지, 개발 본궤도 오르나"
81923,LOW,사회,2026-09-03T09:00:00,"LGU+, 전국 244개 가족센터서 AI·디지털 교육 확대"
81924,LOW,사회,2026-09-03T08:58:29,"""양천의 매력을 60초 안에 가득""…양천구, 숏폼 공모전"
82010,HIGH,IT/과학,2026-09-03T08:58:13,"한화오션, 양밍해운서 LNG 컨테이너선 6척 수주…1조 5527억원"
81934,LOW,연예/문화,2026-09-03T08:57:49,"편의점 CU, 베이커리PB 리브랜딩…'마블크림' 신상품 출시"
81936,LOW,스포츠,2026-09-03T08:57:31,호랑이 잡는 법 잘 아는 공룡…'빅 이닝' 딱 한 번 허용
81941,MEDIUM,세계,2026-09-03T08:57:24,"美 법무부 ""불법체류 정보 미제출 주정부 복지지원금 중단"" 경고"
81925,LOW,사회,2026-09-03T08:56:03,"전남광주 서구, 중증 돌봄 가정서 돌봄로봇 실증"
81926,MEDIUM,사회,2026-09-03T08:54:45,'내 가족 실종신고도 묵살?'…허위종결이 불러온 경찰 불신
81905,LOW,경제,2026-09-03T08:54:11,"하나증권 ""한국전력, 정부지원 긍정적…투자여력 개선엔 부족"""
81943,MEDIUM,IT/과학,2026-09-03T08:52:28,"뉴욕시, 초·중학생 교실 내 생성형 AI 1년간 금지"
82011,MEDIUM,IT/과학,2026-09-03T08:50:30,"삼성중공업, 미래선박 R&D '투트랙'…AI부터 차세대 연료까지"
82012,LOW,IT/과학,2026-09-03T08:50:23,"자이스, 신임 한국법인 지사장에 야네 제후젠 박사 선임"
81906,MEDIUM,경제,2026-09-03T08:48:54,"""AI 투자 붐이 장기채 흔든다…韓 단기물 중심 국채 발행 필요"""
81935,LOW,연예/문화,2026-09-03T08:47:59,[신간] 스탈린 대숙청 다룬 정치 소설 고전…'툴라예프 사건'
82013,LOW,IT/과학,2026-09-03T08:47:01,"사람인, ‘AI 자소서 코칭’ 개편…공채 시즌 구직자 지원 사격"
81944,HIGH,IT/과학,2026-09-03T08:45:41,"오픈AI, 캐나다 학교 총기난사 관련 추가 피소"
81876,LOW,연예/문화,2026-09-03T08:45:10,"문체부, 전주남부시장서 '스마일 캠페인'…야시장 등 선봬"
